gene_name	id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
DPM1	ENSG00000000419	495.637232591091	473.957706760571	517.316758421612	1.09148295521428	0.126289601130509	0.733191044855394	0.937170493609023
SCYL3	ENSG00000000457	74.2228494317015	81.2568723210248	67.1888265423781	0.826869464984235	-0.274268500779824	0.45975862084834	0.808555494772266
C1orf112	ENSG00000000460	770.675911858293	842.559722276871	698.792101439714	0.829368035243069	-0.269915649626807	0.646187027391372	0.907711588459878
FGR	ENSG00000000938	3.95659156852852	3.10417470386885	4.8090084331882	1.54920675926988	0.631529701046328	0.838346980810923	0.970837549057292
CFH	ENSG00000000971	92.5418482448051	7.38692485865959	177.696771630951	24.055581318475	4.58829975837516	1.24632702683868e-14	4.4435401838074e-12
FUCA2	ENSG00000001036	19.2106206982132	18.2889513902502	20.1322900061762	1.1007897378364	0.138538925623633	0.773588571386387	0.954411324847062
GCLC	ENSG00000001084	379.104729596663	386.071672713773	372.137786479553	0.963908550616323	-0.0530318154763423	0.847907301314684	0.973736337888899
NFYA	ENSG00000001167	1880.7762572237	1755.55396442885	2005.99855001854	1.14265843754406	0.192394218860121	0.554798116696027	0.866054397933543
STPG1	ENSG00000001460	16.3345329816417	18.4154225360832	14.2536434272001	0.774005776911797	-0.369583760699977	0.508234671788776	0.841096974367729
NIPAL3	ENSG00000001461	215.998318528176	201.468477772194	230.528159284159	1.14423934619103	0.194388859324271	0.588121583518329	0.883100844730614
LAS1L	ENSG00000001497	1260.32091805543	1374.57121152528	1146.07062458557	0.833765915491456	-0.262285699182108	0.435012413746312	0.794251738786949
ENPP4	ENSG00000001561	112.989798087865	111.516943396527	114.462652779203	1.02641490425542	0.0376140246236937	0.885247311490753	0.981906069722218
ANKIB1	ENSG00000001629	442.152267900246	587.971808790021	296.33272701047	0.503991386288211	-0.988529018038114	0.00301656552038005	0.0375504299241278
CYP51A1	ENSG00000001630	37.1436089874022	35.7071967456961	38.5800212291083	1.08045505514959	0.1116390601091	0.764912297491165	0.952085788561506
KRIT1	ENSG00000001631	319.484852395276	353.526817960904	285.442886829649	0.807415087986949	-0.308617548494298	0.323359445254333	0.704395637522374
RAD52	ENSG00000002016	29.5637454909944	35.7890440120795	23.3384469699093	0.652111494289486	-0.616809445604406	0.218571151925346	0.589208304154828
BAD	ENSG00000002330	10.6261411247681	12.8278215604582	8.42446068907799	0.656733541963695	-0.606619953658451	0.416533528406521	0.77942060086946
LAP3	ENSG00000002549	585.68714794975	604.191168023119	567.183127876382	0.938747796880537	-0.0911904780748371	0.75858238669367	0.949432547568878
CD99	ENSG00000002586	1016.25359103663	811.789074911677	1220.71810716157	1.50373803354571	0.588553256760981	0.0575825127570794	0.2806982246994
MAD1L1	ENSG00000002822	325.652643510315	298.232816658193	353.072470362438	1.18388202317485	0.243525319935652	0.555057509218177	0.866087760732271
LASP1	ENSG00000002834	413.480399337795	359.638567706842	467.322230968747	1.29942190001625	0.377869925195065	0.337895345062479	0.717243432399832
SNX11	ENSG00000002919	332.389479949109	331.904323920488	332.87463597773	1.0029234691666	0.00421152133761914	0.992104093709428	1
M6PR	ENSG00000003056	699.733051382751	629.867208949644	769.598893815858	1.22184308514683	0.289059019349527	0.348421845829757	0.728317157960188
DBNDD1	ENSG00000003249	10.5883758731102	11.2384297844876	9.93832196173293	0.884315883296332	-0.177366293300304	0.837317737083594	0.970837549057292
ALS2	ENSG00000003393	165.47878820315	180.467751693647	150.489824712652	0.833887624245001	-0.262075117533943	0.470885376694308	0.814189082574163
CASP10	ENSG00000003400	274.944965578632	352.176142159669	197.713788997594	0.561405970844995	-0.832883687141919	0.0157548944487899	0.123896823382203
CFLAR	ENSG00000003402	9349.00563420196	8006.36535329327	10691.6459151106	1.33539320819438	0.417264607819792	0.15258781891272	0.485322651936605
TFPI	ENSG00000003436	12.1567192451838	10.9184144396832	13.3950240506844	1.22682868695658	0.294933806675284	0.786964450409357	0.955974338876607
NDUFAF7	ENSG00000003509	175.456031113657	157.828022154231	193.084040073083	1.22338249847926	0.290875542363888	0.52106208188886	0.849555257033143
RBM5	ENSG00000003756	1329.18429291605	1334.08262727362	1324.28595855848	0.992656625223309	-0.010633340636409	0.937179807634401	0.994700703653561
MTMR7	ENSG00000003987	6.70480016818728	7.64067342242614	5.76892691394842	0.755028594340394	-0.405396811864331	0.651102878060439	0.909647764159377
ARF5	ENSG00000004059	232.054430702795	201.323595367192	262.785266038397	1.30528796467749	0.384368120498072	0.270671398886093	0.655057771893591
SARM1	ENSG00000004139	42.5865439769393	42.814785023829	42.3583029300496	0.989338213574462	-0.0154642921698085	0.98028537364858	1
POLDIP2	ENSG00000004142	545.406213809419	618.321525146068	472.490902472769	0.764150823248715	-0.388070678513644	0.240873401889716	0.617749991350578
PLXND1	ENSG00000004399	346.770245343142	122.259942574167	571.280548112117	4.67267149062791	2.2242476129567	7.43704785913485e-11	1.11653376091234e-08
AK2	ENSG00000004455	1253.97208270138	1215.48543541022	1292.45872999254	1.06332720437439	0.0885856076788788	0.705979640643188	0.927760866390779
CD38	ENSG00000004468	26.4503723404931	47.8382504547904	5.06249422619589	0.105825237713913	-3.24024436551949	0.00188572438382104	0.026692877634983
FKBP4	ENSG00000004478	2099.18699411499	2370.43745687188	1827.93653135811	0.771138899302714	-0.374937349809527	0.249780732911156	0.629983206050995
KDM1A	ENSG00000004487	905.622646826514	1019.42721598158	791.818077671452	0.776728407146786	-0.364517864539929	0.28472632913348	0.669391408893991
RBM6	ENSG00000004534	982.640169143379	1086.70526322846	878.575075058301	0.808475954600764	-0.306723228664121	0.330615489820353	0.709229755692232
CAMKK1	ENSG00000004660	166.38069901902	263.296463716046	69.4649343219944	0.263827828682535	-1.92233134612511	0.00369839025467351	0.0439345882500467
RECQL	ENSG00000004700	300.754946603845	214.515391319163	386.994501888528	1.80404072411171	0.851231906115946	0.0175513201843405	0.133179010434639
CCDC132	ENSG00000004766	70.4036560781375	85.5274744670154	55.2798376892596	0.646340115077043	-0.629634559674559	0.179361275413612	0.531150953670554
ARHGAP33	ENSG00000004777	443.8399395623	89.1127966702871	798.567082454313	8.96130648226618	3.16370908028308	0.00219031784627285	0.0295835326683826
NDUFAB1	ENSG00000004779	508.415164508938	548.617875287529	468.212453730347	0.853440025965174	-0.228638320993137	0.508916569685113	0.841663177392883
SLC25A13	ENSG00000004864	14.0667341580699	11.8104968824024	16.3229714337375	1.38207321810978	0.466834047423579	0.43962488809998	0.796394042361625
ST7	ENSG00000004866	101.020951866711	68.6014320148538	133.440471718569	1.94515577589803	0.959885696659491	0.00818018014708337	0.0772930817076288
CDC27	ENSG00000004897	256.963146531266	227.288178747242	286.638114315289	1.26112196373419	0.334707806170324	0.332354859539212	0.71127289810386
HCCS	ENSG00000004961	305.800658489281	303.264633785582	308.336683192979	1.01672482987575	0.0239292757639929	0.92503026004148	0.991113376225239
DVL2	ENSG00000004975	330.945019115915	409.099186875271	252.790851356558	0.617920688836839	-0.694506417218202	0.0443392810434667	0.2415536708761
UPF1	ENSG00000005007	4114.40843725319	3807.20057368298	4421.6163008234	1.1613825474254	0.215843259342662	0.491704017572945	0.830064268254944
SKAP2	ENSG00000005020	18.7755314684891	9.10334794295182	28.4477149940263	3.12497283112766	1.64384364687304	0.103601095765483	0.394186586241833
SLC25A5	ENSG00000005022	2234.86020099446	2138.21554285722	2331.50485913169	1.09039748912132	0.124854145138743	0.645044163029686	0.907208649021376
CCDC109B	ENSG00000005059	209.50538938305	196.233870842282	222.776907923817	1.13526226113569	0.183025618338224	0.647572257457465	0.908434777025984
POLR2J	ENSG00000005075	173.152566561025	173.846709117217	172.458424004834	0.992014314683134	-0.0115671561568976	0.971225131802377	1
DHX33	ENSG00000005100	1137.53995987908	815.175429119519	1459.90449063864	1.79090835970792	0.840691516900972	0.00888747194479725	0.0817922572851527
LIG3	ENSG00000005156	689.030589272479	759.73901019684	618.322168348118	0.813861286638311	-0.297145170337143	0.506169303946936	0.839390241652693
RPAP3	ENSG00000005175	281.65990142017	324.243960379256	239.075842461085	0.737333217190682	-0.439611342397777	0.191645163135662	0.548503034343884
ACSM3	ENSG00000005187	7.09857380372961	8.98474290025202	5.21240470720719	0.580139550466267	-0.785528117838113	0.42303233805037	0.785352190912147
CIAPIN1	ENSG00000005194	503.857319632925	521.650447676468	486.064191589382	0.931781413692648	-0.10193654169027	0.784961355365369	0.955974338876607
SPPL2B	ENSG00000005206	378.69192074107	524.234618768406	233.149222713734	0.444742133324724	-1.16895900780703	0.0304476919574416	0.19126316521006
FAM214B	ENSG00000005238	49.4079352608622	36.9504491710732	61.8654213506511	1.67428063091267	0.743541362352933	0.0772791754125239	0.33245196289078
PRKAR2B	ENSG00000005249	28.3245290615099	30.9617725276342	25.6872855953856	0.829645188190017	-0.269433619489612	0.684327608214174	0.920097882180937
MSL3	ENSG00000005302	1375.80779959601	2240.99721903772	510.618380154295	0.227853196700331	-2.13382348367945	4.79229480899621e-06	0.000197855215961419
CREBBP	ENSG00000005339	3189.76384569381	2691.48512294177	3688.04256844584	1.37026303322637	0.454452856913617	0.315750762711717	0.698779569116178
BZRAP1	ENSG00000005379	888.198493789019	777.445671229519	998.95131634852	1.28491462917106	0.361672508708627	0.418019502333926	0.780504488863352
GCFC2	ENSG00000005436	219.51914458349	280.255112081539	158.783177085441	0.56656656824602	-0.819682620684004	0.018922526725975	0.139353881034566
WDR54	ENSG00000005448	59.1062278190411	63.8737732550001	54.3386823830821	0.850719780811265	-0.233244095065628	0.586183513812555	0.881915736997267
CROT	ENSG00000005469	11.2798557277321	10.662254680807	11.8974567746573	1.11584811382097	0.158140664846348	0.760194099971299	0.950114775300489
KMT2E	ENSG00000005483	4974.91366990989	5468.11152736013	4481.71581245965	0.819609437377975	-0.286991498556729	0.631684546308541	0.902241727059758
RHBDD2	ENSG00000005486	326.348080803969	457.087880674264	195.608280933675	0.427944579596219	-1.22450412050088	0.0348658914158342	0.20740429245377
