gene_name	id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
DPM1	ENSG00000000419	489.049805841471	478.843544613024	514.565458912588	1.07460038816735	0.103800264288337	0.649527848980466	1
SCYL3	ENSG00000000457	68.3653951044772	66.5650392741699	72.8662846802455	1.09466298637821	0.130486776020475	0.530024639192169	1
C1orf112	ENSG00000000460	444.855710288108	552.075877335399	176.805292669881	0.3202554212715	-1.64270510222736	0.00606100725580213	0.22087381431189
FGR	ENSG00000000938	4.33120521542116	5.86881173328741	0.48718892075553	0.0830132133890469	-3.59051519821118	0.748019639596912	1
CFH	ENSG00000000971	110.691780599988	68.1291467104716	217.09836532378	3.18657103172572	1.67200482016517	0.00117893660576606	0.071515738101613
FUCA2	ENSG00000001036	22.5613319232927	19.4090940446799	30.4419266198246	1.56843624693389	0.649326888377178	0.436606034923443	1
GCLC	ENSG00000001084	410.869140238764	409.760992971544	413.639508406813	1.00946531149084	0.0135913358303658	0.943553191526297	1
NFYA	ENSG00000001167	1905.95128699938	1910.63785892933	1894.2348571745	0.991414908022376	-0.0124391419412934	0.89099474345056	1
STPG1	ENSG00000001460	16.5917254122428	16.8345641288356	15.9846286207609	0.949512473173047	-0.0747411425729335	0.969118639514989	1
NIPAL3	ENSG00000001461	232.346172005107	217.715472548204	268.922920647366	1.23520353193007	0.304748782953991	0.323594971213741	1
LAS1L	ENSG00000001497	1227.64402488838	1228.81772959707	1224.70976311665	0.996656976554387	-0.00483104299833584	0.928163270808695	1
ENPP4	ENSG00000001561	134.687542254504	161.285884335913	68.1916870509822	0.422800093955885	-1.24195239756678	0.0193794416761384	0.465294446188641
ANKIB1	ENSG00000001629	340.865741046092	349.297966192773	319.78517817939	0.915508274110319	-0.127355170127466	0.698353484163561	1
CYP51A1	ENSG00000001630	30.1092868806248	29.9762309849449	30.4419266198246	1.01553549661109	0.0222406678859334	0.927474631105059	1
KRIT1	ENSG00000001631	330.50967010059	344.068672774342	296.612163416209	0.862072565411214	-0.214118780848374	0.703884296063854	1
RAD52	ENSG00000002016	19.890957984544	23.6234265251538	10.5597866330194	0.447004867044819	-1.16163755514947	0.0852074296358257	0.915338872379114
BAD	ENSG00000002330	9.6725571424963	8.1221063927015	13.5486840169833	1.6681244201822	0.73822689890577	0.663903536038193	1
LAP3	ENSG00000002549	612.851466381702	598.45644257315	648.839025903085	1.08418755275373	0.116614348963485	0.938825763629921	1
CD99	ENSG00000002586	1161.58153728954	1035.21505983169	1477.49773093418	1.42723747776081	0.513225404528475	0.0814844855897822	0.903074142308235
MAD1L1	ENSG00000002822	254.03715442092	250.942633605433	261.773456459636	1.04316055306581	0.0609612204520136	0.597189951173981	1
LASP1	ENSG00000002834	405.433593797919	368.895685644103	496.778364182458	1.34666352444612	0.429389425965358	0.161242438080385	1
SNX11	ENSG00000002919	348.386021404409	343.373062305734	360.918419151096	1.05109706838255	0.0718959077469159	0.958998636826933	1
M6PR	ENSG00000003056	840.114995117693	889.194634018553	717.415897865545	0.806815370244999	-0.309689526597101	0.554217636492647	1
DBNDD1	ENSG00000003249	4.10617170898204	5.74864039257486	0	0	-Inf	0.0904029940995451	0.92916272358744
ALS2	ENSG00000003393	158.817978002362	172.532181051215	124.532470380229	0.721792709171532	-0.47034352424185	0.182078249953985	1
CASP10	ENSG00000003400	168.287200253854	185.752049897635	124.625076144401	0.67092167334401	-0.575783745859938	0.192401486987047	1
CFLAR	ENSG00000003402	12666.5021109134	11589.0095338658	15360.2335535327	1.32541383356762	0.406442882256909	0.277687342219055	1
TFPI	ENSG00000003436	14.3177706446349	2.85395456624597	42.9773108406071	15.0588630067571	3.91254094083102	1.44115741360415e-05	0.00237983127566499
NDUFAF7	ENSG00000003509	173.109840928578	178.599401623371	159.385939191595	0.892421462462155	-0.164202884515328	0.869796788022896	1
RBM5	ENSG00000003756	1322.7500895348	1344.11067970765	1269.34861410266	0.944378043613747	-0.0825635949745466	0.978796596657434	1
MTMR7	ENSG00000003987	7.53326667799823	6.93359094466864	9.03245601132219	1.30270967575141	0.381515598086408	0.91271288754598	1
ARF5	ENSG00000004059	267.817562916578	243.948477302349	327.49027695215	1.34245673747846	0.424875596120584	0.164098745071962	1
SARM1	ENSG00000004139	32.8632205341328	33.6368625315539	30.9291155405802	0.919500607750391	-0.121077566690404	0.842470179288678	1
POLDIP2	ENSG00000004142	518.1979753735	504.645563198595	552.079005810764	1.09399357900131	0.129604270516072	0.528862497373432	1
PLXND1	ENSG00000004399	535.624445264716	524.793473571255	562.70187449837	1.07223489398438	0.100620990930491	0.914692098037156	1
AK2	ENSG00000004455	1635.52794698073	1493.51028602305	1990.57209937492	1.33281445598574	0.414475953674614	0.19696543942481	1
CD38	ENSG00000004468	17.2367429940382	22.7410056697657	3.47608630471937	0.152855434592361	-2.70976024845203	0.154378912849192	1
FKBP4	ENSG00000004478	2019.28509573635	1832.87066116684	2485.32118216013	1.35597193780053	0.439327321826071	0.18774317309491	1
KDM1A	ENSG00000004487	891.631757620611	897.690421544881	876.485097809935	0.976377910217141	-0.0344884392405262	0.960545363639002	1
RBM6	ENSG00000004534	908.372851007334	935.848842084048	839.682873315548	0.897241985624145	-0.156430963278933	0.710750927231054	1
CAMKK1	ENSG00000004660	58.5786541298519	65.351207062912	41.6472717972018	0.637283895263159	-0.649991891877063	0.661164593476666	1
RECQL	ENSG00000004700	358.92158400406	346.761551154256	389.32166612857	1.12273596894651	0.167018692584846	0.496768961917796	1
CCDC132	ENSG00000004766	57.9759847955828	68.8210380413561	30.8633516811495	0.448458095947391	-1.15695490928187	0.132447352534224	1
ARHGAP33	ENSG00000004777	390.131784492277	401.913761485816	360.676842008428	0.897398587883775	-0.156179181047696	0.695114466808569	1
NDUFAB1	ENSG00000004779	500.782591094125	508.030841319577	482.661965530496	0.95006429979096	-0.0739029373907896	1	1
SLC25A13	ENSG00000004864	21.1628060409743	19.5314412113176	25.241218115116	1.29233771548256	0.369983126367602	0.380276679640807	1
ST7	ENSG00000004866	147.471024338672	132.297736646169	185.40424356993	1.40141659464512	0.486885884882371	0.238404177369676	1
CDC27	ENSG00000004897	299.451808093325	289.59571750793	324.092034556811	1.1191188783651	0.162363294686428	0.585383013444936	1
HCCS	ENSG00000004961	317.443721177335	303.260431751942	352.901944740817	1.16369268058512	0.218710107442773	0.402982093231468	1
DVL2	ENSG00000004975	285.866864071248	312.953374869879	218.150587074671	0.697070568947769	-0.520623378080035	0.300415551510748	1
UPF1	ENSG00000005007	4312.05485633486	4154.27516257842	4706.50409072596	1.13293027219814	0.180059071176481	0.44992858487799	1
SKAP2	ENSG00000005020	25.2016390065288	29.4097220163017	14.6814314820966	0.499203340785021	-1.00230050580368	0.788973980972011	1
SLC25A5	ENSG00000005022	2394.69381405417	2326.7425697499	2564.57192481484	1.10221558592556	0.14040643291682	0.609215433999183	1
CCDC109B	ENSG00000005059	245.57908619879	244.489674137493	248.302616352032	1.01559551432178	0.0223259280224249	0.870517563198838	1
POLR2J	ENSG00000005075	163.907394121566	173.200164320355	140.675468624593	0.812213251509367	-0.300069529419152	0.441323971554938	1
DHX33	ENSG00000005100	1744.11992505508	1407.38821911355	2585.94918990891	1.83741000158271	0.877673586846896	0.0313090532666194	0.585949909716575
LIG3	ENSG00000005156	683.171240990402	718.855813652121	593.959809336104	0.826257224405701	-0.275337113962992	0.545622559158034	1
