gene_name	id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
DPM1	ENSG00000000419	487.493624144576	473.957706760571	514.565458912588	1.08567800791671	0.118596289826045	0.690614098036093	0.934139695513164
SCYL3	ENSG00000000457	78.4600097740984	81.2568723210248	72.8662846802455	0.896739963019616	-0.157238402329722	1	1
C1orf112	ENSG00000000460	620.641579074541	842.559722276871	176.805292669881	0.209843039009859	-2.25261748847804	0.000547647822207993	0.0106960441280912
FGR	ENSG00000000938	2.23184610949774	3.10417470386885	0.48718892075553	0.156946360057741	-2.67165652495135	0.922088956427702	1
CFH	ENSG00000000971	77.2907383470331	7.38692485865959	217.09836532378	29.3895456468978	4.8772311504389	3.86310266928066e-14	1.10417874949074e-11
FUCA2	ENSG00000001036	22.3399431334417	18.2889513902502	30.4419266198246	1.66449819731344	0.73508730800995	0.35983041836935	0.76379241529287
GCLC	ENSG00000001084	395.26095127812	386.071672713773	413.639508406813	1.07140600474327	0.0995052868422596	0.885114533405538	0.997939963788354
NFYA	ENSG00000001167	1801.7809286774	1755.55396442885	1894.2348571745	1.0789955168315	0.109688870517868	0.881126418456811	0.997245778386439
STPG1	ENSG00000001460	17.6051578976425	18.4154225360832	15.9846286207609	0.868002273064362	-0.204229274182597	0.77865089929377	0.967568624379509
NIPAL3	ENSG00000001461	223.953292063918	201.468477772194	268.922920647366	1.33481388066794	0.416638594230027	0.204487740067542	0.608746065405087
LAS1L	ENSG00000001497	1324.61739538907	1374.57121152528	1224.70976311665	0.890975856942078	-0.166541755779722	0.700291897489259	0.938064270822538
ENPP4	ENSG00000001561	97.0751912813452	111.516943396527	68.1916870509822	0.611491715734258	-0.709595141106183	0.21014082857274	0.616032205336515
ANKIB1	ENSG00000001629	498.576265253144	587.971808790021	319.78517817939	0.543878419677079	-0.878643912037848	0.0507259287762468	0.292451310861659
CYP51A1	ENSG00000001630	33.9521067037389	35.7071967456961	30.4419266198246	0.852543167603709	-0.230155209593848	0.702555462704011	0.939117531162161
KRIT1	ENSG00000001631	334.555266446005	353.526817960904	296.612163416209	0.83900894740328	-0.253241898876004	0.630583813487319	0.91114996109605
RAD52	ENSG00000002016	27.3792915523928	35.7890440120795	10.5597866330194	0.295056404117844	-1.76093732291212	0.0127028909052346	0.117707648082607
BAD	ENSG00000002330	13.0681090459666	12.8278215604582	13.5486840169833	1.05619523573255	0.0788765388524909	0.890359645035822	0.999097677734862
LAP3	ENSG00000002549	619.073787316441	604.191168023119	648.839025903085	1.07389690588502	0.102855501230775	0.989323373129995	1
CD99	ENSG00000002586	1033.69196025251	811.789074911677	1477.49773093418	1.82005126281717	0.863979085352865	0.0111303522253729	0.107677995589868
MAD1L1	ENSG00000002822	286.079696592007	298.232816658193	261.773456459636	0.877748664258018	-0.188120199246783	1	1
LASP1	ENSG00000002834	405.351833198714	359.638567706842	496.778364182458	1.38132672296539	0.466054598272515	0.180841057257416	0.576375169080276
SNX11	ENSG00000002919	341.575688997357	331.904323920488	360.918419151096	1.08741704503241	0.120905347365809	0.950537814368796	1
M6PR	ENSG00000003056	659.050105254944	629.867208949644	717.415897865545	1.13899547027046	0.187762009529492	0.535897421076001	0.867787555359164
DBNDD1	ENSG00000003249	7.49228652299171	11.2384297844876	0	0	-Inf	0.0263104919732858	0.19230536065485
ALS2	ENSG00000003393	161.822657922508	180.467751693647	124.532470380229	0.690053869522514	-0.535219103635134	0.17163421739584	0.560905754871234
CASP10	ENSG00000003400	276.325786821247	352.176142159669	124.625076144401	0.353871433141824	-1.49870279237283	0.00268097270828839	0.0375642351865558
CFLAR	ENSG00000003402	10457.6547533731	8006.36535329327	15360.2335535327	1.91850270075603	0.939980795883939	0.0178492164175087	0.148125574323524
TFPI	ENSG00000003436	21.6047132399912	10.9184144396832	42.9773108406071	3.93622270687995	1.97681184898553	0.027487750576191	0.198325454764042
NDUFAF7	ENSG00000003509	158.347327833352	157.828022154231	159.385939191595	1.00987097865195	0.0141709857007874	1	1
RBM5	ENSG00000003756	1312.5046228833	1334.08262727362	1269.34861410266	0.951476758749749	-0.0717596779529514	0.970862659499399	1
MTMR7	ENSG00000003987	8.10460095205816	7.64067342242614	9.03245601132219	1.18215444005381	0.241418525654911	1	1
ARF5	ENSG00000004059	243.379155895512	201.323595367192	327.49027695215	1.62668601439808	0.701935806519977	0.0403704769909199	0.255221777760971
SARM1	ENSG00000004139	38.8528951960794	42.814785023829	30.9291155405802	0.722393339669141	-0.469143503384478	0.450053731890309	0.822209370681586
POLDIP2	ENSG00000004142	596.240685367633	618.321525146068	552.079005810764	0.89286719507354	-0.163482489817636	0.967163347269326	1
